id,name,lat,lon
E01032499,Leeds 067G,53.8007436670573,-1.608601662471
E01032500,Leeds 067H,53.7988935843583,-1.59748288904716
E01032501,Leeds 017E,53.8496673032721,-1.62553049263912
E01032502,Leeds 017F,53.8454076855615,-1.62370190916803
E01032503,Leeds 007E,53.8750818024541,-1.64217584888605
E01032504,Leeds 007F,53.8777693540057,-1.60237637608049
E01032606,Leeds 067I,53.80170585919,-1.61970753856844
E01032607,Leeds 067J,53.7957823212488,-1.5975993767455
E01032608,Leeds 067K,53.7992894376162,-1.60207539913676
E01032876,Leeds 109G,53.839273587911,-1.5812834543551
E01032946,Leeds 110G,53.8179887453567,-1.56861466166881
E01033002,Leeds 055F,53.8045292407467,-1.53998587223424
E01033003,Leeds 055G,53.8050983023479,-1.53491064321716
E01033008,Leeds 111A,53.8003534214193,-1.55211547155698
E01033010,Leeds 111B,53.8001043877802,-1.54223724387122
E01033011,Leeds 111C,53.7965401713972,-1.53437915435697
